position	chr	start	end	length	nick_coordinates
chrX:77089274-77095414	chrX	77089274	77095414	6140	77092829
chrX:77227348-77228885	chrX	77227348	77228885	1537	77228193
chrX:77244267-77250292	chrX	77244267	77250292	6025	77247706
chrX:77305042-77310585	chrX	77305042	77310585	5543	77308005
chrX:77315539-77318658	chrX	77315539	77318658	3119	77316175
chrX:77318902-77325035	chrX	77318902	77325035	6133	77322441
chrX:77333958-77340098	chrX	77333958	77340098	6140	77337526
chrX:77389913-77396319	chrX	77389913	77396319	6406	77393767
chrX:77470641-77476770	chrX	77470641	77476770	6129	77474189
chrX:77496496-77500699	chrX	77496496	77500699	4203	77498136
chrX:77530645-77533792	chrX	77530645	77533792	3147	77531207
chrX:77539543-77543954	chrX	77539543	77543954	4411	77541392
chrX:77719449-77723283	chrX	77719449	77723283	3834	77720750
chrX:78177566-78179165	chrX	78177566	78179165	1599	78179017
chrX:78179162-78179658	chrX	78179162	78179658	496	78179304
chrX:78188849-78195000	chrX	78188849	78195000	6151	78192413
chrX:78409862-78414779	chrX	78409862	78414779	4917	78412190
chrX:78549325-78553265	chrX	78549325	78553265	3940	78552223
chrX:79196565-79201431	chrX	79196565	79201431	4866	79198783
chrX:79224935-79225785	chrX	79224935	79225785	850	79225110
chrX:79277351-79280383	chrX	79277351	79280383	3032	79277782
chrX:79389544-79391933	chrX	79389544	79391933	2389	79390095
chrX:79483004-79487391	chrX	79483004	79487391	4387	79485651
chrX:79493851-79498668	chrX	79493851	79498668	4817	79497361
chrX:79507342-79510088	chrX	79507342	79510088	2746	79507509
chrX:79901676-79905876	chrX	79901676	79905876	4200	79902453
chrX:79923865-79926354	chrX	79923865	79926354	2489	79925563
chrX:79926799-79932829	chrX	79926799	79932829	6030	79930238
chrX:80189756-80192515	chrX	80189756	80192515	2759	80191021
chrX:80273426-80279879	chrX	80273426	80279879	6453	80277316
chrX:80321415-80325569	chrX	80321415	80325569	4154	80323003
chrX:80383868-80386568	chrX	80383868	80386568	2700	80383988
chrX:80405241-80411257	chrX	80405241	80411257	6016	80408672
chrX:80462184-80468712	chrX	80462184	80468712	6528	80466133
chrX:80593493-80596557	chrX	80593493	80596557	3064	80593975
chrX:80650595-80656722	chrX	80650595	80656722	6127	80654136
chrX:80766637-80771565	chrX	80766637	80771565	4928	80770175
chrX:80936569-80942693	chrX	80936569	80942693	6124	80940124
chrX:81026834-81032986	chrX	81026834	81032986	6152	81030399
chrX:81143378-81149629	chrX	81143378	81149629	6251	81147072
chrX:81175903-81181203	chrX	81175903	81181203	5300	81178625
chrX:81449935-81454780	chrX	81449935	81454780	4845	81452815
chrX:81686045-81688835	chrX	81686045	81688835	2790	81687494
chrX:81743176-81749309	chrX	81743176	81749309	6133	81746721
chrX:81792122-81797219	chrX	81792122	81797219	5097	81794634
chrX:81841153-81847184	chrX	81841153	81847184	6031	81844592
chrX:81940337-81946429	chrX	81940337	81946429	6092	81943789
chrX:81981453-81987740	chrX	81981453	81987740	6287	81985166
chrX:82326098-82328854	chrX	82326098	82328854	2756	82326293
chrX:82714375-82714972	chrX	82714375	82714972	597	82714438
chrX:82856479-82859238	chrX	82856479	82859238	2759	82856644
chrX:83085729-83086490	chrX	83085729	83086490	761	83086101
chrX:83094921-83097635	chrX	83094921	83097635	2714	83095044
chrX:83154295-83157343	chrX	83154295	83157343	3048	83154750
chrX:83286297-83292422	chrX	83286297	83292422	6125	83289853
chrX:83407138-83413200	chrX	83407138	83413200	6062	83410634
chrX:83542396-83548420	chrX	83542396	83548420	6024	83545834
chrX:83750500-83756648	chrX	83750500	83756648	6148	83754059
chrX:83778887-83780595	chrX	83778887	83780595	1708	83780324
chrX:83839860-83844072	chrX	83839860	83844072	4212	83841490
chrX:83928747-83929035	chrX	83928747	83929035	288	83928871
chrX:83955774-83959198	chrX	83955774	83959198	3424	83957213
chrX:84008825-84013115	chrX	84008825	84013115	4290	84012421
chrX:84398135-84402219	chrX	84398135	84402219	4084	84399638
chrX:84555542-84561688	chrX	84555542	84561688	6146	84559104
chrX:84700359-84703226	chrX	84700359	84703226	2867	84700630
chrX:84993497-84994976	chrX	84993497	84994976	1479	84993672
chrX:85146837-85153009	chrX	85146837	85153009	6172	85150389
chrX:85320258-85323630	chrX	85320258	85323630	3372	85321016
chrX:85529213-85535230	chrX	85529213	85535230	6017	85532641
chrX:85583161-85589299	chrX	85583161	85589299	6138	85586711
chrX:85740889-85745082	chrX	85740889	85745082	4193	85742467
chrX:86002434-86008415	chrX	86002434	86008415	5981	86005837
chrX:86336355-86339187	chrX	86336355	86339187	2832	86339140
chrX:86855995-86858135	chrX	86855995	86858135	2140	86856370
chrX:86969631-86975651	chrX	86969631	86975651	6020	86973064
chrX:87112391-87115656	chrX	87112391	87115656	3265	87113071
chrX:87116306-87122337	chrX	87116306	87122337	6031	87119747
chrX:87128322-87133848	chrX	87128322	87133848	5526	87131960
chrX:87254325-87259773	chrX	87254325	87259773	5448	87257160
chrX:87278642-87278961	chrX	87278642	87278961	319	87278882
chrX:87778111-87784051	chrX	87778111	87784051	5940	87781978
chrX:87821407-87827419	chrX	87821407	87827419	6012	87824833
chrX:88009210-88010899	chrX	88009210	88010899	1689	88010499
chrX:88207885-88213919	chrX	88207885	88213919	6034	88211326
chrX:89292629-89298657	chrX	89292629	89298657	6028	89296070
chrX:89673816-89680324	chrX	89673816	89680324	6508	89677701
chrX:90649131-90650966	chrX	90649131	90650966	1835	90650914
chrX:90836230-90842367	chrX	90836230	90842367	6137	90839777
chrX:91191654-91192507	chrX	91191654	91192507	853	91191806
chrX:91321211-91324041	chrX	91321211	91324041	2830	91322142
chrX:91511426-91515304	chrX	91511426	91515304	3878	91514178
chrX:91587981-91591999	chrX	91587981	91591999	4018	91589395
chrX:91627096-91633253	chrX	91627096	91633253	6157	91630665
chrX:91752800-91758828	chrX	91752800	91758828	6028	91756236
chrX:92019768-92026192	chrX	92019768	92026192	6424	92023589
chrX:92215061-92221212	chrX	92215061	92221212	6151	92218621
chrX:92715936-92721671	chrX	92715936	92721671	5735	92719087
chrX:92897831-92899875	chrX	92897831	92899875	2044	92898160
chrX:93060238-93066331	chrX	93060238	93066331	6093	93063742
chrX:93132741-93136642	chrX	93132741	93136642	3901	93134094
chrX:93627330-93633481	chrX	93627330	93633481	6151	93630895
chrX:93939741-93945900	chrX	93939741	93945900	6159	93943310
chrX:94637512-94639391	chrX	94637512	94639391	1879	94637808
chrX:94791756-94793430	chrX	94791756	94793430	1674	94792405
chrX:94862375-94868400	chrX	94862375	94868400	6025	94865809
chrX:94942308-94946307	chrX	94942308	94946307	3999	94946183
chrX:95665877-95670504	chrX	95665877	95670504	4627	95669374
chrX:95744462-95746600	chrX	95744462	95746600	2138	95746152
chrX:95811354-95812590	chrX	95811354	95812590	1236	95811488
chrX:96010392-96011689	chrX	96010392	96011689	1297	96011576
chrX:96187036-96190667	chrX	96187036	96190667	3631	96188080
chrX:96214214-96220667	chrX	96214214	96220667	6453	96218099
chrX:96269391-96275726	chrX	96269391	96275726	6335	96272939
chrX:96486743-96492571	chrX	96486743	96492571	5828	96489978
chrX:96584627-96590094	chrX	96584627	96590094	5467	96587512
chrX:96597640-96603783	chrX	96597640	96603783	6143	96601196
chrX:97199927-97206335	chrX	97199927	97206335	6408	97203745
chrX:97409398-97414370	chrX	97409398	97414370	4972	97412979
chrX:97921050-97926456	chrX	97921050	97926456	5406	97924620
chrX:98147472-98149477	chrX	98147472	98149477	2005	98147984
chrX:98300352-98306364	chrX	98300352	98306364	6012	98303773
chrX:99234633-99240760	chrX	99234633	99240760	6127	99238176
chrX:99805556-99811344	chrX	99805556	99811344	5788	99808758
chrX:99882642-99886651	chrX	99882642	99886651	4009	99884076
chrX:100050784-100056927	chrX	100050784	100056927	6143	100054335
chrX:100134937-100140964	chrX	100134937	100140964	6027	100138378
chrX:100255486-100261633	chrX	100255486	100261633	6147	100259049
chrX:100550262-100555448	chrX	100550262	100555448	5186	100553703
chrX:101471544-101474982	chrX	101471544	101474982	3438	101474383
chrX:101524342-101530496	chrX	101524342	101530496	6154	101527905
chrX:101540951-101546366	chrX	101540951	101546366	5415	101543775
chrX:101566556-101570789	chrX	101566556	101570789	4233	101570399
chrX:101940682-101942521	chrX	101940682	101942521	1839	101940699
chrX:101950290-101956340	chrX	101950290	101956340	6050	101953770
chrX:101994202-101997402	chrX	101994202	101997402	3200	101994810
chrX:102033548-102037582	chrX	102033548	102037582	4034	102035002
chrX:102037636-102041363	chrX	102037636	102041363	3727	102038770
chrX:102264895-102269452	chrX	102264895	102269452	4557	102266862
chrX:102450495-102456631	chrX	102450495	102456631	6136	102454040
chrX:102522141-102525996	chrX	102522141	102525996	3855	102523516
chrX:102574300-102580448	chrX	102574300	102580448	6148	102577862
chrX:103131407-103137543	chrX	103131407	103137543	6136	103134955
chrX:103282498-103288669	chrX	103282498	103288669	6171	103286059
chrX:103813553-103817585	chrX	103813553	103817585	4032	103815011
chrX:103867706-103873398	chrX	103867706	103873398	5692	103870811
chrX:103989280-103991942	chrX	103989280	103991942	2662	103989544
chrX:104144697-104148460	chrX	104144697	104148460	3763	104145883
chrX:104602037-104608348	chrX	104602037	104608348	6311	104605893
chrX:105211676-105218111	chrX	105211676	105218111	6435	105215534
chrX:105796906-105802919	chrX	105796906	105802919	6013	105800347
chrX:105959690-105965737	chrX	105959690	105965737	6047	105963154
chrX:106084263-106086843	chrX	106084263	106086843	2580	106084280
chrX:106407044-106413162	chrX	106407044	106413162	6118	106410577
chrX:106469285-106475319	chrX	106469285	106475319	6034	106472727
chrX:106827827-106830948	chrX	106827827	106830948	3121	106828365
chrX:107155767-107161785	chrX	107155767	107161785	6018	107159204
chrX:107364336-107370349	chrX	107364336	107370349	6013	107367773
chrX:107422839-107427853	chrX	107422839	107427853	5014	107425270
chrX:108011421-108015737	chrX	108011421	108015737	4316	108014970
chrX:108277015-108283183	chrX	108277015	108283183	6168	108280568
chrX:108631488-108633139	chrX	108631488	108633139	1651	108632404
chrX:108903893-108909430	chrX	108903893	108909430	5537	108907215
chrX:109010403-109015566	chrX	109010403	109015566	5163	109013939
chrX:109054590-109058794	chrX	109054590	109058794	4204	109056202
chrX:109061366-109063931	chrX	109061366	109063931	2565	109062960
chrX:109113307-109119363	chrX	109113307	109119363	6056	109116745
chrX:109176163-109177547	chrX	109176163	109177547	1384	109176351
chrX:109191715-109198126	chrX	109191715	109198126	6411	109195599
chrX:109230906-109233228	chrX	109230906	109233228	2322	109232361
chrX:109520475-109525743	chrX	109520475	109525743	5268	109523172
chrX:109644666-109650692	chrX	109644666	109650692	6026	109648098
chrX:109833518-109834826	chrX	109833518	109834826	1308	109834454
chrX:110232917-110235974	chrX	110232917	110235974	3057	110233406
chrX:110342856-110345502	chrX	110342856	110345502	2646	110342916
chrX:110546821-110551806	chrX	110546821	110551806	4985	110549217
chrX:110605828-110611851	chrX	110605828	110611851	6023	110609269
chrX:110656903-110663049	chrX	110656903	110663049	6146	110660459
chrX:110909513-110912328	chrX	110909513	110912328	2815	110909748
chrX:110974244-110977116	chrX	110974244	110977116	2872	110974534
chrX:111753236-111756423	chrX	111753236	111756423	3187	111753848
chrX:111784452-111790569	chrX	111784452	111790569	6117	111787987
chrX:111962838-111968972	chrX	111962838	111968972	6134	111966403
chrX:112326145-112331419	chrX	112326145	112331419	5274	112329583
chrX:112461810-112467973	chrX	112461810	112467973	6163	112465394
chrX:112502039-112508065	chrX	112502039	112508065	6026	112505474
chrX:112592240-112596271	chrX	112592240	112596271	4031	112593694
chrX:112604901-112608385	chrX	112604901	112608385	3484	112605799
chrX:112718609-112724627	chrX	112718609	112724627	6018	112722048
chrX:113446054-113451461	chrX	113446054	113451461	5407	113448875
chrX:113479271-113485406	chrX	113479271	113485406	6135	113482819
chrX:113687125-113690039	chrX	113687125	113690039	2914	113690000
chrX:114183184-114189000	chrX	114183184	114189000	5816	114187046
chrX:114397279-114398361	chrX	114397279	114398361	1082	114397630
chrX:114520897-114524863	chrX	114520897	114524863	3966	114522293
chrX:114700576-114706720	chrX	114700576	114706720	6144	114704133
chrX:115118199-115121171	chrX	115118199	115121171	2972	115118592
chrX:116121201-116127338	chrX	116121201	116127338	6137	116124761
chrX:116159201-116165340	chrX	116159201	116165340	6139	116162767
chrX:116254210-116257519	chrX	116254210	116257519	3309	116254930
chrX:116310845-116313937	chrX	116310845	116313937	3092	116311351
chrX:116531016-116531168	chrX	116531016	116531168	152	116531075
chrX:116613722-116615533	chrX	116613722	116615533	1811	116614362
chrX:117153236-117156660	chrX	117153236	117156660	3424	117155258
chrX:117166103-117169988	chrX	117166103	117169988	3885	117167400
chrX:117260691-117266821	chrX	117260691	117266821	6130	117264234
chrX:117268066-117274493	chrX	117268066	117274493	6427	117271915
chrX:117307378-117309128	chrX	117307378	117309128	1750	117308605
chrX:117555691-117561795	chrX	117555691	117561795	6104	117559223
chrX:117779433-117781071	chrX	117779433	117781071	1638	117780373
chrX:117965459-117967185	chrX	117965459	117967185	1726	117965478
chrX:118031729-118037757	chrX	118031729	118037757	6028	118035166
chrX:118093887-118099119	chrX	118093887	118099119	5232	118096503
chrX:118241706-118247865	chrX	118241706	118247865	6159	118245288
chrX:119964405-119967359	chrX	119964405	119967359	2954	119964776
chrX:120183833-120189962	chrX	120183833	120189962	6129	120187377
chrX:120344235-120350408	chrX	120344235	120350408	6173	120347818
chrX:120650062-120652796	chrX	120650062	120652796	2734	120650196
chrX:120814676-120818311	chrX	120814676	120818311	3635	120815736
chrX:121265513-121267972	chrX	121265513	121267972	2459	121267087
chrX:121437644-121441338	chrX	121437644	121441338	3694	121441073
chrX:121877356-121883520	chrX	121877356	121883520	6164	121880929
chrX:122140000-122146189	chrX	122140000	122146189	6189	122143575
chrX:122161729-122163568	chrX	122161729	122163568	1839	122162126
chrX:122330935-122334199	chrX	122330935	122334199	3264	122331611
chrX:122548707-122551058	chrX	122548707	122551058	2351	122550492
chrX:122733359-122736207	chrX	122733359	122736207	2848	122733636
chrX:122820364-122824006	chrX	122820364	122824006	3642	122821413
chrX:123055880-123059133	chrX	123055880	123059133	3253	123056543
chrX:123576532-123579980	chrX	123576532	123579980	3448	123577366
chrX:123648005-123654416	chrX	123648005	123654416	6411	123651873
chrX:124582570-124588702	chrX	124582570	124588702	6132	124586111
chrX:125005583-125010532	chrX	125005583	125010532	4949	125009456
chrX:125113365-125116642	chrX	125113365	125116642	3277	125114814
chrX:125838860-125845012	chrX	125838860	125845012	6152	125842424
chrX:126383150-126389276	chrX	126383150	126389276	6126	126386708
chrX:126460660-126465290	chrX	126460660	126465290	4630	126462697
chrX:127103286-127108042	chrX	127103286	127108042	4756	127105461
chrX:127201872-127204265	chrX	127201872	127204265	2393	127202113
chrX:127214730-127219892	chrX	127214730	127219892	5162	127217313
chrX:127305530-127311888	chrX	127305530	127311888	6358	127309365
chrX:127362223-127368248	chrX	127362223	127368248	6025	127365662
chrX:127610848-127613491	chrX	127610848	127613491	2643	127610910
chrX:127788799-127794900	chrX	127788799	127794900	6101	127792335
chrX:127800865-127803832	chrX	127800865	127803832	2967	127801245
chrX:128059793-128064575	chrX	128059793	128064575	4782	128061972
chrX:128148480-128153807	chrX	128148480	128153807	5327	128151208
chrX:128732737-128738890	chrX	128732737	128738890	6153	128736306
chrX:128782654-128788670	chrX	128782654	128788670	6016	128786087
chrX:129044337-129049647	chrX	129044337	129049647	5310	129047807
chrX:129240861-129246997	chrX	129240861	129246997	6136	129244411
chrX:129290194-129294090	chrX	129290194	129294090	3896	129291510
chrX:129337055-129343063	chrX	129337055	129343063	6008	129340482
chrX:129352207-129357964	chrX	129352207	129357964	5757	129355376
chrX:129388197-129392947	chrX	129388197	129392947	4750	129390391
chrX:129405405-129408371	chrX	129405405	129408371	2966	129405788
chrX:130517377-130523407	chrX	130517377	130523407	6030	130520815
chrX:130813446-130819874	chrX	130813446	130819874	6428	130817342
chrX:130958931-130964957	chrX	130958931	130964957	6026	130962366
chrX:131427970-131434414	chrX	131427970	131434414	6444	131431830
chrX:131461598-131466115	chrX	131461598	131466115	4517	131465071
chrX:131524490-131530619	chrX	131524490	131530619	6129	131528040
chrX:131552691-131556913	chrX	131552691	131556913	4222	131556254
chrX:131578680-131584735	chrX	131578680	131584735	6055	131582150
chrX:131663952-131669984	chrX	131663952	131669984	6032	131667393
chrX:131963413-131966819	chrX	131963413	131966819	3406	131964021
chrX:131989487-131995650	chrX	131989487	131995650	6163	131993063
chrX:132132810-132138750	chrX	132132810	132138750	5940	132136168
chrX:132323746-132327491	chrX	132323746	132327491	3745	132324924
chrX:132867642-132871943	chrX	132867642	132871943	4301	132869340
chrX:133009673-133015829	chrX	133009673	133015829	6156	133013243
chrX:133111380-133116532	chrX	133111380	133116532	5152	133113940
chrX:133621186-133627320	chrX	133621186	133627320	6134	133624735
chrX:134081578-134085604	chrX	134081578	134085604	4026	134083029
chrX:134117179-134123326	chrX	134117179	134123326	6147	134120736
chrX:135387181-135388530	chrX	135387181	135388530	1349	135388224
chrX:135755620-135758831	chrX	135755620	135758831	3211	135756234
chrX:137005440-137008616	chrX	137005440	137008616	3176	137006074
chrX:137122418-137128550	chrX	137122418	137128550	6132	137125984
chrX:137129951-137135620	chrX	137129951	137135620	5669	137133052
chrX:137509717-137512457	chrX	137509717	137512457	2740	137509867
chrX:137672117-137678261	chrX	137672117	137678261	6144	137675670
chrX:137959684-137965821	chrX	137959684	137965821	6137	137963241
chrX:137970981-137977112	chrX	137970981	137977112	6131	137974540
chrX:138073442-138079552	chrX	138073442	138079552	6110	138076968
chrX:138105302-138111440	chrX	138105302	138111440	6138	138108864
chrX:138230739-138236890	chrX	138230739	138236890	6151	138234293
chrX:138455844-138462440	chrX	138455844	138462440	6596	138459404
chrX:138778307-138784350	chrX	138778307	138784350	6043	138781732
chrX:138807337-138811606	chrX	138807337	138811606	4269	138809019
chrX:138894229-138895043	chrX	138894229	138895043	814	138894736
chrX:139065106-139067787	chrX	139065106	139067787	2681	139066700
chrX:139259549-139265701	chrX	139259549	139265701	6152	139263094
chrX:139435696-139441840	chrX	139435696	139441840	6144	139439249
chrX:139523554-139529699	chrX	139523554	139529699	6145	139527110
chrX:139593350-139595737	chrX	139593350	139595737	2387	139593460
chrX:139958613-139965093	chrX	139958613	139965093	6480	139962496
chrX:140002874-140004212	chrX	140002874	140004212	1338	140004020
chrX:141018975-141022509	chrX	141018975	141022509	3534	141019925
chrX:141044310-141050237	chrX	141044310	141050237	5927	141047668
chrX:141448494-141454070	chrX	141448494	141454070	5576	141451480
chrX:142338123-142344150	chrX	142338123	142344150	6027	142341562
chrX:142404335-142407520	chrX	142404335	142407520	3185	142404851
chrX:142477849-142483853	chrX	142477849	142483853	6004	142481281
chrX:143561447-143566241	chrX	143561447	143566241	4794	143564502
chrX:143726772-143729175	chrX	143726772	143729175	2403	143728744
chrX:144048960-144053164	chrX	144048960	144053164	4204	144051271
chrX:144323859-144326759	chrX	144323859	144326759	2900	144324170
chrX:146118862-146123734	chrX	146118862	146123734	4872	146122442
chrX:146620764-146622156	chrX	146620764	146622156	1392	146620884
chrX:146902128-146904773	chrX	146902128	146904773	2645	146902170
chrX:147200309-147206474	chrX	147200309	147206474	6165	147203862
chrX:147222583-147224188	chrX	147222583	147224188	1605	147223412
chrX:147352341-147355769	chrX	147352341	147355769	3428	147353184
chrX:147404988-147408832	chrX	147404988	147408832	3844	147406956
chrX:147653734-147659767	chrX	147653734	147659767	6033	147657174
chrX:147819071-147824814	chrX	147819071	147824814	5743	147822975
chrX:147967847-147973580	chrX	147967847	147973580	5733	147970996
chrX:148167137-148170018	chrX	148167137	148170018	2881	148169249
chrX:149192866-149197060	chrX	149192866	149197060	4194	149194471
chrX:149334009-149340027	chrX	149334009	149340027	6018	149337439
chrX:149435837-149441830	chrX	149435837	149441830	5993	149439247
chrX:150133099-150134814	chrX	150133099	150134814	1715	150133934
chrX:151199826-151205995	chrX	151199826	151205995	6169	151203410
chrX:151252428-151257516	chrX	151252428	151257516	5088	151256289
chrX:151330320-151336351	chrX	151330320	151336351	6031	151333759
chrX:151545775-151549800	chrX	151545775	151549800	4025	151549683
chrX:151668421-151668911	chrX	151668421	151668911	490	151668782
chrX:152006771-152013066	chrX	152006771	152013066	6295	152010324
chrX:152325322-152330861	chrX	152325322	152330861	5539	152328273
chrX:152544525-152550550	chrX	152544525	152550550	6025	152547959
chrX:152581916-152588056	chrX	152581916	152588056	6140	152585460
chrX:153015563-153018740	chrX	153015563	153018740	3177	153016169
chrX:154868445-154872709	chrX	154868445	154872709	4264	154870120
chrX:154939035-154945181	chrX	154939035	154945181	6146	154942591
chrX:155197626-155203769	chrX	155197626	155203769	6143	155201184
chrX:155319265-155325749	chrX	155319265	155325749	6484	155323104
chrX:155353407-155359891	chrX	155353407	155359891	6484	155357281
chrX:155421974-155428112	chrX	155421974	155428112	6138	155425541
chrX:155430461-155433680	chrX	155430461	155433680	3219	155431095
chrX:155567853-155573980	chrX	155567853	155573980	6127	155571408
chrX:155648747-155650323	chrX	155648747	155650323	1576	155649193
chrX:155808794-155815006	chrX	155808794	155815006	6212	155812368
chrX_KI270881v1_alt:30387-36524	chrX_KI270881v1_alt	30387	36524	6137	33950
chrX_KI270881v1_alt:121091-124205	chrX_KI270881v1_alt	121091	124205	3114	121614
chrY:3335191-3341703	chrY	3335191	3341703	6512	3339080
chrY:3443550-3449565	chrY	3443550	3449565	6015	3446991
chrY:4230072-4231911	chrY	4230072	4231911	1839	4231859
chrY:4418647-4424785	chrY	4418647	4424785	6138	4422192
chrY:4655407-4656261	chrY	4655407	4656261	854	4655559
chrY:4752675-4756553	chrY	4752675	4756553	3878	4755426
chrY:4829219-4833240	chrY	4829219	4833240	4021	4830635
chrY:4866357-4872524	chrY	4866357	4872524	6167	4869926
chrY:4973238-4979397	chrY	4973238	4979397	6159	4976806
chrY:5244328-5250758	chrY	5244328	5250758	6430	5248151
chrY:5832629-5838360	chrY	5832629	5838360	5731	5835782
chrY:6014826-6016870	chrY	6014826	6016870	2044	6015155
chrY:6324303-6326214	chrY	6324303	6326214	1911	6325170
chrY:6334087-6337008	chrY	6334087	6337008	2921	6334434
chrY:6626784-6632798	chrY	6626784	6632798	6014	6630215
chrY:6852433-6858448	chrY	6852433	6858448	6015	6855856
chrY:7032799-7035957	chrY	7032799	7035957	3158	7033407
chrY:7134598-7138576	chrY	7134598	7138576	3978	7138168
chrY:8267365-8270227	chrY	8267365	8270227	2862	8267670
chrY:8956030-8958347	chrY	8956030	8958347	2317	8956434
chrY:9573864-9576781	chrY	9573864	9576781	2917	9574188
chrY:9592063-9596948	chrY	9592063	9596948	4885	9594342
chrY:9634917-9636597	chrY	9634917	9636597	1680	9634934
chrY:9659714-9661553	chrY	9659714	9661553	1839	9660583
chrY:9731131-9734089	chrY	9731131	9734089	2958	9731506
chrY:9879855-9884774	chrY	9879855	9884774	4919	9883378
chrY:9941130-9947151	chrY	9941130	9947151	6021	9944561
chrY:11358810-11364949	chrY	11358810	11364949	6139	11362363
chrY:11405796-11408043	chrY	11405796	11408043	2247	11407740
chrY:11423886-11426993	chrY	11423886	11426993	3107	11424407
chrY:11934589-11935477	chrY	11934589	11935477	888	11935419
chrY:12041486-12045518	chrY	12041486	12045518	4032	12042931
chrY:12134981-12141002	chrY	12134981	12141002	6021	12138421
chrY:12180824-12186973	chrY	12180824	12186973	6149	12184402
chrY:13004242-13010401	chrY	13004242	13010401	6159	13007801
chrY:13034317-13039186	chrY	13034317	13039186	4869	13036623
chrY:13100773-13103713	chrY	13100773	13103713	2940	13101124
chrY:13188152-13189678	chrY	13188152	13189678	1526	13189605
chrY:13524018-13530054	chrY	13524018	13530054	6036	13527452
chrY:13682846-13686591	chrY	13682846	13686591	3745	13684026
chrY:13691338-13697314	chrY	13691338	13697314	5976	13694767
chrY:13721945-13728094	chrY	13721945	13728094	6149	13725506
chrY:13909274-13915419	chrY	13909274	13915419	6145	13912826
chrY:14012531-14018535	chrY	14012531	14018535	6004	14015963
chrY:14206201-14212375	chrY	14206201	14212375	6174	14209782
chrY:14282268-14288293	chrY	14282268	14288293	6025	14285716
chrY:14460769-14461052	chrY	14460769	14461052	283	14460939
chrY:14771849-14775162	chrY	14771849	14775162	3313	14772486
chrY:14863210-14867059	chrY	14863210	14867059	3849	14864658
chrY:14922999-14925040	chrY	14922999	14925040	2041	14924757
chrY:14949152-14952104	chrY	14949152	14952104	2952	14951914
chrY:14952755-14958959	chrY	14952755	14958959	6204	14956319
chrY:15043523-15044122	chrY	15043523	15044122	599	15043637
chrY:15115873-15119801	chrY	15115873	15119801	3928	15117218
chrY:15134150-15137929	chrY	15134150	15137929	3779	15135882
chrY:15369171-15374563	chrY	15369171	15374563	5392	15372110
chrY:15406533-15412273	chrY	15406533	15412273	5740	15409681
chrY:15426061-15432072	chrY	15426061	15432072	6011	15429482
chrY:15610903-15617033	chrY	15610903	15617033	6130	15614456
chrY:15619643-15620567	chrY	15619643	15620567	924	15620046
chrY:15712992-15719152	chrY	15712992	15719152	6160	15716571
chrY:15885446-15891462	chrY	15885446	15891462	6016	15888874
chrY:16026049-16032062	chrY	16026049	16032062	6013	16029483
chrY:16361340-16367477	chrY	16361340	16367477	6137	16364894
chrY:16427017-16433089	chrY	16427017	16433089	6072	16430507
chrY:16467865-16468729	chrY	16467865	16468729	864	16468429
chrY:16683202-16689380	chrY	16683202	16689380	6178	16686757
chrY:16762056-16768224	chrY	16762056	16768224	6168	16765619
chrY:16912864-16918205	chrY	16912864	16918205	5341	16915614
chrY:16930863-16932172	chrY	16930863	16932172	1309	16931920
chrY:16949305-16953669	chrY	16949305	16953669	4364	16953108
chrY:16985042-16991073	chrY	16985042	16991073	6031	16988485
chrY:17212763-17218857	chrY	17212763	17218857	6094	17216305
chrY:17311632-17317724	chrY	17311632	17317724	6092	17315199
chrY:17447547-17450822	chrY	17447547	17450822	3275	17449288
chrY:17708355-17714504	chrY	17708355	17714504	6149	17711917
chrY:17827804-17831286	chrY	17827804	17831286	3482	17828796
chrY:17894555-17900788	chrY	17894555	17900788	6233	17898208
chrY:17944185-17950213	chrY	17944185	17950213	6028	17947676
chrY:18237301-18241695	chrY	18237301	18241695	4394	18240737
chrY:18315379-18316237	chrY	18315379	18316237	858	18315521
chrY:18893898-18899933	chrY	18893898	18899933	6035	18897329
chrY:19034631-19038436	chrY	19034631	19038436	3805	19038062
chrY:19172494-19178650	chrY	19172494	19178650	6156	19176073
chrY:19668341-19672200	chrY	19668341	19672200	3859	19669637
chrY:19780411-19783692	chrY	19780411	19783692	3281	19781373
chrY:19801627-19807597	chrY	19801627	19807597	5970	19805024
chrY:19850099-19856121	chrY	19850099	19856121	6022	19853538
chrY:19893684-19898765	chrY	19893684	19898765	5081	19896314
chrY:20033059-20037076	chrY	20033059	20037076	4017	20034511
chrY:20037601-20040893	chrY	20037601	20040893	3292	20038363
chrY:20367992-20374018	chrY	20367992	20374018	6026	20371428
chrY:20477159-20483202	chrY	20477159	20483202	6043	20480629
chrY:20528201-20533594	chrY	20528201	20533594	5393	20531761
chrY:20674521-20680572	chrY	20674521	20680572	6051	20678036
chrY:20888448-20890827	chrY	20888448	20890827	2379	20888554
chrY:20963691-20967115	chrY	20963691	20967115	3424	20965598
chrY:21063741-21069758	chrY	21063741	21069758	6017	21067175
chrY:21354417-21360536	chrY	21354417	21360536	6119	21357963
chrY:22040932-22047073	chrY	22040932	22047073	6141	22044485
chrY:22089269-22091888	chrY	22089269	22091888	2619	22089623
chrY:22599127-22602188	chrY	22599127	22602188	3061	22599604
chrY:22854945-22860960	chrY	22854945	22860960	6015	22858374
chrY:22871659-22876417	chrY	22871659	22876417	4758	22873981
chrY:22919803-22925928	chrY	22919803	22925928	6125	22923346
